artist_id,artist_active_year_begin,artist_associated_labels,artist_contact,artist_favorites,artist_handle,artist_members,artist_name,artist_website
10090,,,,0,Visqueen,"Rachel Flotard - Guitar/Mouth
Ben Hooker - Drums
Cristina Bautista - Bass/Harmonizing Mountain
Barb Hunter (when we're lucky enough to have her) - Electric Cello
Avel Sosa - Breef Case/Old Man Whistle",Visqueen,http://www.visqueenonline.com/
10091,,,,3,Wavves,"Nathan Williams
Stephen Pope
Jacob Cooper",Wavves,http://wavves.net/
10092,,,,1,Slacktone,"Dave Wronski -- Guitarist and songwriter,  Dusty Watson -- Drums, Sam Bolle -- Bass",Slacktone,http://www.slacktone.com/
10093,,,,0,The_Missionary_Position,"Jeff Angell, Benjamin Anderson",The Missionary Position,http://www.themissionaryposition.us/
10094,1977.0,,,3,Dr_Fuzz,,Dr. Fuzz,http://nakaznik.net1zen.com/
10098,,,,6,Innig,,Innig,http://www.myspace.com/inginnigni
10099,,,,1,Terrakota,,Terrakota,http://www.myspace.com/terrakota
101,,,,9,Charles_Manson,,Charles Manson,http://www.charliemanson.com/
1010,,,,2,Josh_Mease,,Josh Mease,http://joshmease.com
10100,,,,5,Rotterdam_Ska_Jazz_Foundation,,Rotterdam Ska Jazz Foundation,http://www.rsjf.nl/
10102,,,,2,Scarm,,Scarm,http://www.myspace.com/scarmmusic
10105,2008.0,,,5,The_Munitionettes,"Christoph Crimson - Guitar, Gameboy, Wild Animal Cries

Sam Decimus - Drums, Savage Howling",The Munitionettes,http://www.myspace.com/munitionettes
10106,2004.0,"Plustapes, i^3 hypermedia",,1,Sarah_Weis,,Sarah Weis,http://sarahweis.com
10107,,,,8,The_Carrier_Wave,,The Carrier Wave,http://www.thecarrierwave.com
1011,2002.0,,Robert Austin,14,Measles_Mumps_Rubella,"Chuck Bettis
Robert Austin
Mark Ropelewski
Ryan M. Hicks

former vocalist = Brett Lyman",Measles Mumps Rubella,http://www.measlesmumpsrubella.com/
10110,,,,14,VA__SEM_label,,various @ semlabel,
10113,2009.0,,Ariane Greiner,6,Trio_Metrik,"David Perlzweig – piano
Kristoff Becker – cello
Sebastian Arnold – drums and percussion",Trio Metrik,http://www.beeah-music.net/artists/triometrik
10114,,,,6,Khaira_Arby,,Khaira Arby,http://www.myspace.com/khairaarby
10115,2002.0,Sub Pop Records,,0,Jaill,"Vincent Kircher, Austin Dutmer, Andrew Harris and Ryan Adams",Jaill,http://www.jaill.net
10116,2008.0,"Double Crown Records
Raucous Records",,1,Frankie__the_Pool_Boys,"Ferenc Dobronyi - Guitar
Danny Snyder - Guitar
Tony Bald - Bass
Karen Dobronyi - Keyboards
Naotaka Seki - Drums (August tour)
Dusty Watson - Drums (September tour)",Frankie & the Pool Boys,http://www.facebook.com/group.php?gid=322774929619
10117,,,,10,Clinical_Archives_Mix,,Clinical Archives Mix,http://clinicalarchives.blogspot.com
10119,,,,6,Roscoe_Mitchell,,Roscoe Mitchell,
1012,1980.0,,"[email], Dennis Pelowski (manager) -- 612 387-8124",9,Meat_Puppets,"Curt Kirkwood
Cris Kirkwood
Shandon Sahm

Former members: Derrick Bostrom, Kyle Ellison, Andrew Duplantis, Troy Meiss, Ted Marcus",Meat Puppets,http://meatpuppets.com
10120,,,,1,Jerome_BourdellonThomas_BucknerDalila_KhatirRoscoe_Mitchell,,Jerome Bourdellon/Thomas Buckner/Dalila Khatir/Roscoe Mitchell,www.mutablemusic.com
10121,,,,3,Nafta,"Bane (vocals, guitar)
Aleksa - Drums
Risto - Bass",Nafta,http://www.myspace.com/naftaspace
10122,,,,1,Cubenx,,Cubenx,
10123,,,,2,Offthesky,,Offthesky,
10124,,,,1,Un_Escargot_Vide__Feat_Ono_Osamu,,Un Escargot Vide ? Feat. Ono Osamu,
10125,,,,0,Koutaro_Fukui,,Koutaro Fukui,
10126,,,,1,Manrico_Montero,,Manrico Montero,
10127,,,,0,Imagho_Feat_Moinho,,Imagho Feat. Moinho,
10128,,,,47,Saito_Koji,,Saito Koji,http://semlabel.com/saitokoji/
10129,,,,3,Hiroki_Sasajima,,Hiroki Sasajima,
10130,,,,0,Sbastien_Druot,,Sébastien Druot,
10131,,,,0,Brometer,,Brometer,
10132,,,,0,Mathon,,Mathon,
10133,,,,0,Brendan_Paxton,,Brendan Paxton,
10134,,,,0,Segue,,Segue,
10136,,,,0,Benfay,,Benfay,
10137,,,,0,Sgis,,Sgis,
10138,,,,1,Entia_Non,,Entia Non,
10139,,,,4,Letna,,Letna,
10140,,,,1,Fjordne,,Fjordne,
10141,,,,2,Fax,,Fax,
10143,2009.0,,,4,Aethyr,Mr.D and Mr.W.,Aethyr,http://www.myspace.com/aethyr777
10144,,,,0,CroxfordAndrews,,Croxford/Andrews,
10145,,,,51,Various_Artists,,Various Artists,
10146,,,,1,My3yeah,,My3yeah,
10147,,,,4,Caligine,,Caligine,
10148,,,,1,Kyle_Clyde,,Kyle Clyde,http://www.myspace.com/kyleclyde
10149,,,,0,Donato_Epiro,,Donato Epiro,
1015,1998.0,,,23,Dan_Melchior,"Durham, NC",Dan Melchior,http://www.danmelchior.net/
10150,,,,4,Gamardah_Fungus,"Sergey Yagoda, Igor Yalivec",Gamardah Fungus,http://gamardahfungus.bandcamp.com/
10151,,,,0,yn,,Ø+yn,
10152,,,,1,Auraboris,,Auraboris,
10153,,,,2,Hokkei_Quartet,"Andrej Bogatyriov 
Andrij Orel 
Nastasia Terekhova 
Yuri Kulishenko",Hokkei Quartet,
10154,2005.0,,,4,Nada_Baba,James Barrett,NaDa BaBa,http://poetwithtools.tumblr.com/
10155,,,,0,Christian_Television,,Christian Television,
10156,,,,0,House_Of_Assignation,,House Of Assignation,
10157,,,,0,Inca_Gold,,Inca Gold,http://www.incagoldmusic.com/
10159,,,,1,Shogun,,Shogun,
10160,,,,0,Blitz_Lunar,,Blitz Lunar,
10161,,,,1,Kulor,,Kulor,
10162,,,,0,Keishi_Yonao,,Keishi Yonao,
10163,,,,0,Torben_Metal_Hansen,,"Torben ""Metal"" Hansen",
10164,,,,0,Bomb_Boy,,Bomb Boy,
10165,,,,0,hally_feat_Seiko_Kobuchi,,hally feat. Seiko Kobuchi,
10166,,,,0,Tsuyoshi_Shimokura,,Tsuyoshi Shimokura,
10167,,,,0,Madbrain,,Madbrain,
10168,,,,0,Utabi_Hirokawa,,Utabi Hirokawa,
10169,,,,0,hizmi,,hizmi,
1017,1998.0,,,23,Dan_Und_Melchior_Das_Menace,"live -
Dan Melchior
Letha Rodman Melchior
Tony Allman
Matt Bisarro
",Dan Melchior und Das Menace,http://www.danmelchior.net
10170,,,,1,Simon_Stlenhag,,Simon Stålenhag,
10171,,,,0,Dong,,Dong,
10172,,,,0,Louis_G,,Louis G,
10173,,,,0,hex125,,hex125,
10174,,,Lynette,1,easternwatershed,"Janice Coppola, clarinet and bass clarinet

Lynette Garlan, accordion

Phil Van Ouse, Helicon and trombone

RJ Heid on percussion",Eastern Watershed Klezmer Quartet,http://easternwatershed.org
10175,,"<a href=""http://www.woodsist.com/"" target=""_BLANK"">Woodsist</a><br>
<a href=""http://www.hardlyart.com/fergusgeronimo.html"">Hardly Art</a>",,4,Fergus__Geronimo,"Jason Kelly
Andrew Savage",Fergus & Geronimo,http://www.hardlyart.com/fergusgeronimo.html
10177,,,,4,BakerLipstateSims,"Aidan Baker (drums)
Sarah Lipstate (guitar)
David Wm Sims (bass)",Baker/Lipstate/Sims,
10178,,,,0,Varropas,,Varropas,
10179,,,,0,throuRoof,,throuRoof,
1018,1989.0,,Daniel Menche,9,Daniel_Menche,Daniel Menche,Daniel Menche,http://danielmenchemain.blogspot.com/
10180,1993.0,"Starcleaners
Starcrunch
Freedom From
Tibetan Beefgarden
No Basement is deep enough",,6,Kreamy_Lectric_Santa,"Currently
Robert Price
Priya Ray
Morgan Stickrod
Andy Loebs",Kreamy 'Lectric Santa,www.kreamy.org
10182,,,Douglas Smolens,13,Fishtank_Ensemble,"Fabrice Martinez - violin and violintromba
Ursula Knudson - saw/voice/violin
Douglas Smolens - guitar
Djordje Stijepovic - basss",Fishtank Ensemble,http://fishtankensemble.com/
10183,,,,15,MWE,"Peter Jaques: Clarinet
Greg Jenkins: Clarinet
Samual Atchley: Clarinet
Calvin Lai: Zurna
Sean Tergis: Davul
Faisal Zedan: Dumbek, Riqq
",MWE,http://www.facebook.com/mweSF
10184,,,,1,Suburban_Howl,,Suburban Howl,
10188,2010.0,,"Harry Sweet, Katalin Pazmandi",11,Szelrozsa,"Our current (2017) line up is Harry Sweet, fiddle, mandolin, vocals.  Jim Luckner sax, clarinet.  Fre Atlast, percussion.  Meghan Quinn, accordion, vocals, Karl Raacke, cello and when time permits, Becky Perlman, violin.

2013-2014
Mirko Gabler. guitar, vocal, accordion
Katalin Pazmandi. vocal, violin, recorder
Fre Atlast. Percussion
2012
Nick Edwards. upright bass
2010-2011
Harry Sweet. violin, mandolin, vocal
David Winograd. upright bass, tuba
Dale DeMarco, clarinet
",Rozsa has become... Madárka,http://madarkaband.com/
10191,,Nexsound,,2,Eok,"Eugene ‘Litr’ Radchenko, Nataliya Kulishenko, Antonina Kotova, Oleg Kovalchuk",Eok,
10192,,,,14,Colin_L_Orchestra,,Colin L. Orchestra,http://northern-spy.com/artists/colin-langenus/
10193,,,,0,_yn,,Ø +yn,
10194,,,,0,The_Ghost_Dance_Project,"Uton, German hippies, Australian guitarist",The Ghost Dance Project,
10195,2010.0,Iceage Productions,,0,Constant_Light,"J: Guitar, Juno-60, programming, effects
S: Ace-Tone organ, Korg MS2000, effects, guitar
B: Bass",Constant Light,constantlight.bandcamp.com
10196,,,,5,Caballo__the_Mothafu_Kings,Caballo & The Mothafu Kings,Caballo & the Mothafu Kings,http://soundcloud.com/caballo
10197,2010.0,,,6,Sans_Blanc,"Pierre Durant - vocalle rappe

Kristoff Lefevre - programation, vocalle

Dyke B - vocalle rappe",Sans Blanc,
10198,2009.0,,Aaron Zeff,6,bukbukbigups,"Aaron Zeff
Dan Quillan
Matt Maxwell
Joss Lucio
Dylan Craver",Buk Buk Bigups,www.bukbukbigups.bandcamp.com
10199,1997.0,,,2,Guitar_Lightnin_Lee_and_His_Thunder_Band,"Guitar Lightnin Lee - vocal, guitar, harmonica
Paul - drums
Todd - guitar
Marvin - bass  ",Guitar Lightnin Lee and His Thunder Band,http://www.guitarlightninlee.com/
102,,Ironmilitis,,0,Chief_Boima,,Chief Boima,http://chiefboima.com
10200,2010.0,Firetalk,humanresourcesmusic@gmail.com,10,Human_Resources,Jeremy Krinsley,Human Resources,http://humanresourc.es/
10201,,,,1,Electronic_Phantom_Orchestra,"Ben Presto (I-D)
Hal McGee (USA)
Albrecht-D (D)
Reverend Man Manly (USA-D)
Splithead (D)",Electronic Phantom Orchestra,http://surrism.phonoethics.com/surrism-phonoethics_electronic_phantom_orchestra_the_mystical_album_spe_0096.html
10203,,,,0,Kim_Ann_Foxman__Andy_Butler,,Kim Ann Foxman & Andy Butler,
10204,,,,2,Groove_Armada,,Groove Armada,
10205,,,,4,James_Curd,,James Curd,http://www.jamescurd.com/
10207,,,,0,James_Curd_presents_Ziggy_Franklin,,James Curd presents Ziggy Franklin,
10208,,,,2,Greenskeepers,,Greenskeepers,
10211,,,,0,Flight_Facilities,,Flight Facilities,
10212,,,,0,Jam_Messengers,"Rob K: vocals
Marco Butcher: percussion, guitar, vocals",Jam Messengers,http://www.myspace.com/thejazzangels
10213,,,,0,Hobosexual,"Ben Harwood: Guitars, Vocs, Weird Noises
Jeff Silva: Drums",Hobosexual,http://www.myspace.com/hobosexualtheband
10214,,,,0,Sea_Of_Cortez,,Sea Of Cortez,http://www.seaofcortezband.com/
10215,,,,0,A_Million_Years_Ago,"Dashel Schueler - guitar; vocals, Seth Syberg  -- guitar, Chris Byrne -- drums, Jordan Morris -- synth; vocals",A Million Years Ago,http://www.amillionyearsago.com/
10216,,,,1,Cloud_Cult,"Craig Minowa, Connie Minowa, Sarah Young, Scott West, Shannon Frid, Shawn Neary, Arlen Peiffer",Cloud Cult,http://www.cloudcult.com/home.cfm
10217,,,,1,Chris_Pureka,Chris Pureka,Chris Pureka,http://www.chrispureka.com/newhome.htm
1022,,,,11,Meth_Teeth,,Meth Teeth,http://www.myspace.com/methteethmusic
10220,,,,0,Rusty_Willoughby,Rusty Willoughby,Rusty Willoughby,http://www.rustywilloughby.com/
10221,,,,2,Bear_In_Heaven,"Jon Philpot
Adam Wills
Joe Stickney",Bear In Heaven,http://www.bearinheaven.com/
10222,,,,0,Jamie_Kimmel,Jamie Kimmel,Jamie Kimmel,
10223,,,,0,Robot_Comes_To_Me,,Robot Comes To Me,http://www.myspace.com/roboterkommtzumir
10224,,,,0,Robot_comes_to_me__k_schools__bng,,Robot comes to me + k. schools + bng,
10226,,,,0,Kreamy_lectric,,Kreamy 'lectric,
10228,,,,0,Esc_Laboratory_1499,,[Esc.] Laboratory,
10229,,,,1,Chicken_Jones,,Chicken Jones,
1023,,,Jake Shulman-Ment,2,MetroFolk,"Kata Harsaczki - vocals

Jake Shulman-Ment - violin

Aron Szekely - kontra (3-string viola)

Laszlo Hajdu-Nemeth - viola / kontra / bass

Raul Rothblatt - bass / cello
",MetroFolk,http://www.hungarianfolkdance.net/
10230,,,,0,Akathasquid,,Akathasquid,
10231,,,,0,Katrah-Quey_ft_dj_Alekzander,,Katrah-Quey ft. dj Alekzander,
10234,,,,1,Myo,,Myo,http://myosound.com/
10235,,,,0,The_Duo,,The Duo,http://www.myspace.com/theduogroup
10236,,,,0,The_Duo_Feat_Lokust,,The Duo Feat. Lokust,
10237,,,,0,this_one_ft_DDJ,,this one ft. DDJ,
10238,,,,0,Zedika,,Zedika,
10239,,,,6,Stems,,Stems,
1024,,,Paul Metzger,7,Paul_Metzger,,Paul Metzger,http://www.paulmetzger.net/
10242,,,,4,Messages,"Taketo Shimada, Tres Warren",Messages,http://www.myspace.com/soundmessages
10243,,Folkwaste,,3,Hunton_Quintet,"Zelig Concrete, Agent Stepanoff",Hunton Quintet,http://www.myspace.com/huntonquintet
10244,,,,1,Kevin_Purvis,,Kevin Purvis,
10245,,"Haamumaa, Humbug",,3,AntiUton,"Antti Laakkonen, Jani Hirvonen",Anti/Uton,
10246,,,,17,Bullroarer,,Bullroarer,
10247,,,,0,Bullroarer_vs_Nautical_Almanac,,Bullroarer vs Nautical Almanac,
10248,,,,13,feumachin,,Feu Machin,http://feumachin.bandcamp.com/
10249,,,,1,Jonah_Rapino,,Jonah Rapino,http://www.jonahrapino.com/
10250,,,,6,Two_Prong,"Eli Winograd, Scott Rideout, Will Berney",Two Prong,http://www.myspace.com/2prong
10251,,,,14,Jimmy_Cousins,,Jimmy Cousins,
10252,,,,0,Humanbeast,,Humanbeast,http://grossdomesticproduct.blogspot.com
10254,,,,2,B,,µB,
10255,,,,0,chunter,,chunter,
10256,,,,0,Feryl,,Feryl,
10257,,,,0,fluidvolt,,fluidvolt,
10260,,,,2,Means,"Jason Frederick
Emily Ann Allen
David Wayne Allen
Brad Swiniarski
",Means,
10261,2005.0,"No Fun, Tzadik, Important, Scarcelight, Hospital, Archive, Audiobot",Chuck Bettis,0,Carlos_Giffoni__Chuck_Bettis_DEVASTATION_DUO,"Carlos Giffoni - electronics

Chuck Bettis - electronics + throat",Carlos Giffoni & Chuck Bettis (DEVASTATION DUO),www.carlosgiffoni.com & www.chuckbettis.com
10262,,,,0,ISSUE_Project_Room,,ISSUE Project Room,
10263,,,,0,Demetri_Tashie,"Demetri Tashie: main zurna (double reed)
Matt Moran: daouli (drum)
James Hoskins (guest from Colorado): accompanying  zurna",Demetri Tashie,http://demetri-media.com/
10264,,,,5,MUTAMASSIK,Giulia Loli,MUTAMASSIK,http://www.roughamericana.com/
10265,2006.0,,,5,D_Charles_Speer,"D. Charles Speer: guitar, vocals
Hans Chew: piano, vocals
Marc Orleans: electric guitar, pedal steel
Margot Bianca: vocals
Ted Robinson: bass
Steven McGuirl: drums ",D. Charles Speer,http://www.dcharlesspeer.com/
10267,,"<a href=""http://www.roughamericana.com/products.html"">Circle of Light</a>, Klanggold, Clinical Archives, MCA, Thirsty Ear, Trugroid, AvantGroid, Dark Winter, Eavesdrop",,6,Morgan_Craft,,Morgan Craft,http://www.roughamericana.com/
10268,,,,3,Toy_Sugar,,Toy Sugar,http://www.facebook.com/pages/Toy-Sugar/149061838476012
10270,,Translation Loss,,0,East_Of_The_Wall,"Brett Bamberger - bass
Matt Lupo - guitar
Kevin Conway - guitar
Chris Alfano - guitar
Seth Rheam - drums ",East Of The Wall,http://www.eastofthewall.com/
10271,,,,0,Tiger_Flowers,"Will Gomez - bass
Dean Landry - guitar
Jesse Madre - vocals
Dan Miccio - drums",Tiger Flowers,http://www.myspace.com/tigerflowersnyc
10272,,Relapse Records,,0,Black_Anvil,"P.D. • Bass/Vocals
R.G. • Drums/Vocals
G.B. • Guitar/Vocals ",Black Anvil,http://www.myspace.com/blackanvilny
10273,,Tee Pee Records,,0,Naam,"Ryan Lugar- Guitars, vocals
John Bundy- Bass, vocals
Eli Pizzuto- Percussion",Naam,http://www.myspace.com/naamdestroysfaces
